anio;provincia;sector;subsector;tipo_de_gas;valor_toneladas_gas;valor_toneladas_co2e
;;;;;;
2011;San Juan;Energo­a;1A. Quema de combustible;N2O;0.49;131.16
;;;;;;
2011;San Juan;Energo­a;1A. Quema de combustible;N2O;0.01;2.26
;;;;;;
2011;San Juan;Energo­a;1A. Quema de combustible;N2O;0.04;10.69
;;;;;;
2011;San Juan;Energo­a;1A. Quema de combustible;N2O;0.45;119.25
;;;;;;
2011;San Juan;Energo­a;1A. Quema de combustible;N2O;0.01;2.29
;;;;;;
2011;San Juan;Energo­a;1A. Quema de combustible;N2O;3.29;872.01
;;;;;;
2011;San Juan;Energo­a;1A. Quema de combustible;N2O;0.03;7.17
;;;;;;
2011;San Juan;Energo­a;1A. Quema de combustible;N2O;2.52;668.48
;;;;;;
2011;San Juan;Energo­a;1A. Quema de combustible;N2O;29.11;7714.02
;;;;;;
2011;San Juan;Energo­a;1A. Quema de combustible;N2O;0.04;10.15
;;;;;;
2011;San Juan;Energo­a;1A. Quema de combustible;N2O;0.01;2.40
;;;;;;
2011;San Juan;Energo­a;1A. Quema de combustible;N2O;0.36;95.32
;;;;;;
2011;San Juan;Energo­a;1A. Quema de combustible;N2O;0.02;6.40
;;;;;;
2011;San Luis;Energo­a;1A. Quema de combustible;N2O;0.02;6.17
;;;;;;
2011;San Luis;Energo­a;1A. Quema de combustible;N2O;0.00;1.29
;;;;;;
2011;San Luis;Energo­a;1A. Quema de combustible;N2O;0.05;13.18
;;;;;;
2011;San Luis;Energo­a;1A. Quema de combustible;N2O;0.07;19.25
;;;;;;
2011;San Luis;Energo­a;1A. Quema de combustible;N2O;0.00;0.94
;;;;;;
2011;San Luis;Energo­a;1A. Quema de combustible;N2O;2.01;532.68
;;;;;;
2011;San Luis;Energo­a;1A. Quema de combustible;N2O;0.01;2.23
;;;;;;
2011;San Luis;Energo­a;1A. Quema de combustible;N2O;1.80;477.21
;;;;;;
2011;San Luis;Energo­a;1A. Quema de combustible;N2O;25.18;6672.23
;;;;;;
2011;San Luis;Energo­a;1A. Quema de combustible;N2O;1.03;272.80
;;;;;;
2011;San Luis;Energo­a;1A. Quema de combustible;N2O;0.02;4.02
;;;;;;
2011;San Luis;Energo­a;1A. Quema de combustible;N2O;2.21;585.54
;;;;;;
2011;San Luis;Energo­a;1A. Quema de combustible;N2O;0.38;101.16
;;;;;;
2011;Santa Cruz;Energo­a;1A. Quema de combustible;N2O;2.16;572.58
;;;;;;
2011;Santa Cruz;Energo­a;1A. Quema de combustible;N2O;0.25;67.48
;;;;;;
2011;Santa Cruz;Energo­a;1A. Quema de combustible;N2O;5.85;1551.17
;;;;;;
2011;Santa Cruz;Energo­a;1A. Quema de combustible;N2O;1.53;404.46
;;;;;;
2011;Santa Cruz;Energo­a;1A. Quema de combustible;N2O;0.10;25.67
;;;;;;
2011;Santa Cruz;Energo­a;1A. Quema de combustible;N2O;0.67;176.52
;;;;;;
2011;Santa Cruz;Energo­a;1A. Quema de combustible;N2O;33.20;8798.69
;;;;;;
2011;Santa Cruz;Energo­a;1A. Quema de combustible;N2O;2.31;612.16
;;;;;;
2011;Santa Cruz;Energo­a;1A. Quema de combustible;N2O;0.15;38.62
;;;;;;
2011;Santa Cruz;Energo­a;1A. Quema de combustible;N2O;0.09;24.42
;;;;;;
2011;Santa Cruz;Energo­a;1A. Quema de combustible;N2O;1.56;414.15
;;;;;;
2011;Santa Cruz;Energo­a;1A. Quema de combustible;N2O;0.01;2.29
;;;;;;
2011;Santa Fe;Energo­a;1A. Quema de combustible;N2O;77.03;20413.56
;;;;;;
2011;Santa Fe;Energo­a;1A. Quema de combustible;N2O;0.20;54.08
;;;;;;
2011;Santa Fe;Energo­a;1A. Quema de combustible;N2O;1.33;351.61
;;;;;;
2011;Santa Fe;Energo­a;1A. Quema de combustible;N2O;0.01;2.16
;;;;;;
2011;Santa Fe;Energo­a;1A. Quema de combustible;N2O;0.78;206.51
;;;;;;
2011;Santa Fe;Energo­a;1A. Quema de combustible;N2O;1.60;425.16
;;;;;;
2011;Santa Fe;Energo­a;1A. Quema de combustible;N2O;5.79;1533.43
;;;;;;
2011;Santa Fe;Energo­a;1A. Quema de combustible;N2O;0.10;25.61
;;;;;;
2011;Santa Fe;Energo­a;1A. Quema de combustible;N2O;0.02;5.76
;;;;;;
2011;Santa Fe;Energo­a;1A. Quema de combustible;N2O;0.02;4.38
;;;;;;
2011;Santa Fe;Energo­a;1A. Quema de combustible;N2O;8.82;2336.31
;;;;;;
2011;Santa Fe;Energo­a;1A. Quema de combustible;N2O;0.71;188.09
;;;;;;
2011;Santa Fe;Energo­a;1A. Quema de combustible;N2O;16.93;4487.17
;;;;;;
2011;Santa Fe;Energo­a;1A. Quema de combustible;N2O;205.57;54475.44
;;;;;;
2011;Santa Fe;Energo­a;1A. Quema de combustible;N2O;9.07;2404.83
;;;;;;
2011;Santa Fe;Energo­a;1A. Quema de combustible;N2O;0.42;110.87
;;;;;;
2011;Santa Fe;Energo­a;1A. Quema de combustible;N2O;0.30;79.04
;;;;;;
2011;Santa Fe;Energo­a;1A. Quema de combustible;N2O;0.07;19.22
;;;;;;
2011;Santa Fe;Energo­a;1A. Quema de combustible;N2O;2.22;588.68
;;;;;;
2011;Santa Fe;Energo­a;1A. Quema de combustible;N2O;5.50;1457.03
;;;;;;
2011;Santiago del Estero;Energo­a;1A. Quema de combustible;N2O;0.39;103.63
;;;;;;
2011;Santiago del Estero;Energo­a;1A. Quema de combustible;N2O;0.00;0.96
;;;;;;
2011;Santiago del Estero;Energo­a;1A. Quema de combustible;N2O;0.00;0.47
;;;;;;
2011;Santiago del Estero;Energo­a;1A. Quema de combustible;N2O;0.09;22.84
;;;;;;
2011;Santiago del Estero;Energo­a;1A. Quema de combustible;N2O;0.72;190.11
;;;;;;
2011;Santiago del Estero;Energo­a;1A. Quema de combustible;N2O;0.07;19.66
;;;;;;
2011;Santiago del Estero;Energo­a;1A. Quema de combustible;N2O;1.98;524.76
;;;;;;
2011;Santiago del Estero;Energo­a;1A. Quema de combustible;N2O;31.17;8259.50
;;;;;;
2011;Santiago del Estero;Energo­a;1A. Quema de combustible;N2O;1.36;359.35
;;;;;;
2011;Santiago del Estero;Energo­a;1A. Quema de combustible;N2O;0.01;2.37
;;;;;;
2011;Santiago del Estero;Energo­a;1A. Quema de combustible;N2O;2.23;591.73
;;;;;;
2011;Santiago del Estero;Energo­a;1A. Quema de combustible;N2O;1.23;326.19
;;;;;;
2011;Tucuman;Energo­a;1A. Quema de combustible;N2O;109.22;28942.08
;;;;;;
2011;Tucuman;Energo­a;1A. Quema de combustible;N2O;0.01;3.12
;;;;;;
2011;Tucuman;Energo­a;1A. Quema de combustible;N2O;0.19;50.30
;;;;;;
2011;Tucuman;Energo­a;1A. Quema de combustible;N2O;17.08;4526.19
;;;;;;
2011;Tucuman;Energo­a;1A. Quema de combustible;N2O;0.03;7.99
;;;;;;
2011;Tucuman;Energo­a;1A. Quema de combustible;N2O;0.01;1.89
;;;;;;
2011;Tucuman;Energo­a;1A. Quema de combustible;N2O;0.05;13.85
;;;;;;
2011;Tucuman;Energo­a;1A. Quema de combustible;N2O;0.92;244.32
;;;;;;
2011;Tucuman;Energo­a;1A. Quema de combustible;N2O;0.03;7.16
;;;;;;
2011;Tucuman;Energo­a;1A. Quema de combustible;N2O;5.17;1369.47
;;;;;;
2011;Tucuman;Energo­a;1A. Quema de combustible;N2O;62.12;16460.99
;;;;;;
2011;Tucuman;Energo­a;1A. Quema de combustible;N2O;0.28;73.48
;;;;;;
2011;Tucuman;Energo­a;1A. Quema de combustible;N2O;0.01;1.96
;;;;;;
2011;Tucuman;Energo­a;1A. Quema de combustible;N2O;0.83;218.74
;;;;;;
2011;Tucuman;Energo­a;1A. Quema de combustible;N2O;1.01;267.19
;;;;;;
2011;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1A. Quema de combustible;N2O;1.55;412.01
;;;;;;
2011;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1A. Quema de combustible;N2O;0.00;0.68
;;;;;;
2011;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1A. Quema de combustible;N2O;0.13;35.29
;;;;;;
2011;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1A. Quema de combustible;N2O;0.06;16.47
;;;;;;
2011;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1A. Quema de combustible;N2O;0.24;62.85
;;;;;;
2011;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1A. Quema de combustible;N2O;10.09;2674.30
;;;;;;
2011;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1A. Quema de combustible;N2O;2.10;556.30
;;;;;;
2011;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1A. Quema de combustible;N2O;0.23;60.50
;;;;;;
2011;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1A. Quema de combustible;N2O;0.10;25.22
;;;;;;
2011;Tierra del Fuego, Antartida e Islas del Atlantico Sur;Energo­a;1A. Quema de combustible;N2O;1.06;279.94
;;;;;;
2012;Jurisdiccion sin determinar;Energo­a;1A. Quema de combustible;N2O;11.43;3028.41
;;;;;;
2012;Jurisdiccion sin determinar;Energo­a;1A. Quema de combustible;N2O;0.03;6.72
;;;;;;
2012;Jurisdiccion sin determinar;Energo­a;1A. Quema de combustible;N2O;2.12;561.17
;;;;;;
2012;Jurisdiccion sin determinar;Energo­a;1A. Quema de combustible;N2O;6.00;1589.79
;;;;;;
2012;Jurisdiccion sin determinar;Energo­a;1A. Quema de combustible;N2O;4.58;1214.19
;;;;;;
2012;Jurisdiccion sin determinar;Energo­a;1A. Quema de combustible;N2O;0.02;4.82
;;;;;;
2012;Jurisdiccion sin determinar;Energo­a;1A. Quema de combustible;N2O;0.98;258.58
;;;;;;
2012;Jurisdiccion sin determinar;Energo­a;1A. Quema de combustible;N2O;6.41;1699.11
;;;;;;
2012;Jurisdiccion sin determinar;Energo­a;1A. Quema de combustible;N2O;0.41;107.74
;;;;;;
2012;Ciudad Autonoma de Buenos Aires;Energo­a;1A. Quema de combustible;N2O;217.08;57525.43
;;;;;;
2012;Ciudad Autonoma de Buenos Aires;Energo­a;1A. Quema de combustible;N2O;0.00;0.15
;;;;;;
2012;Ciudad Autonoma de Buenos Aires;Energo­a;1A. Quema de combustible;N2O;0.02;4.34
;;;;;;
2012;Ciudad Autonoma de Buenos Aires;Energo­a;1A. Quema de combustible;N2O;0.01;2.62
;;;;;;
2012;Ciudad Autonoma de Buenos Aires;Energo­a;1A. Quema de combustible;N2O;0.00;0.39
;;;;;;
2012;Ciudad Autonoma de Buenos Aires;Energo­a;1A. Quema de combustible;N2O;0.00;0.22
;;;;;;
2012;Ciudad Autonoma de Buenos Aires;Energo­a;1A. Quema de combustible;N2O;0.00;0.31
;;;;;;
2012;Ciudad Autonoma de Buenos Aires;Energo­a;1A. Quema de combustible;N2O;11.63;3080.72
;;;;;;
2012;Ciudad Autonoma de Buenos Aires;Energo­a;1A. Quema de combustible;N2O;37.47;9930.19
;;;;;;
2012;Ciudad Autonoma de Buenos Aires;Energo­a;1A. Quema de combustible;N2O;23.43;6208.97
;;;;;;
2012;Ciudad Autonoma de Buenos Aires;Energo­a;1A. Quema de combustible;N2O;151.28;40089.80
;;;;;;
2012;Ciudad Autonoma de Buenos Aires;Energo­a;1A. Quema de combustible;N2O;62.75;16628.79
;;;;;;
2012;Ciudad Autonoma de Buenos Aires;Energo­a;1A. Quema de combustible;N2O;1.16;306.50
;;;;;;
2012;Ciudad Autonoma de Buenos Aires;Energo­a;1A. Quema de combustible;N2O;0.75;198.52
;;;;;;
2012;Ciudad Autonoma de Buenos Aires;Energo­a;1A. Quema de combustible;N2O;0.18;47.76
;;;;;;
2012;Ciudad Autonoma de Buenos Aires;Energo­a;1A. Quema de combustible;N2O;4.27;1131.14
;;;;;;
2012;Ciudad Autonoma de Buenos Aires;Energo­a;1A. Quema de combustible;N2O;0.09;22.80
;;;;;;
2012;Buenos Aires;Energo­a;1A. Quema de combustible;N2O;459.59;121791.97
;;;;;;
2012;Buenos Aires;Energo­a;1A. Quema de combustible;N2O;1.44;381.73
;;;;;;
2012;Buenos Aires;Energo­a;1A. Quema de combustible;N2O;3.67;973.02
;;;;;;
2012;Buenos Aires;Energo­a;1A. Quema de combustible;N2O;0.06;16.82
;;;;;;
2012;Buenos Aires;Energo­a;1A. Quema de combustible;N2O;2.69;714.04
;;;;;;
2012;Buenos Aires;Energo­a;1A. Quema de combustible;N2O;0.58;154.14
;;;;;;
2012;Buenos Aires;Energo­a;1A. Quema de combustible;N2O;7.00;1854.46
;;;;;;
2012;Buenos Aires;Energo­a;1A. Quema de combustible;N2O;2.80;743.25
;;;;;;
2012;Buenos Aires;Energo­a;1A. Quema de combustible;N2O;0.14;37.26
;;;;;;
2012;Buenos Aires;Energo­a;1A. Quema de combustible;N2O;0.07;17.70
;;;;;;
2012;Buenos Aires;Energo­a;1A. Quema de combustible;N2O;0.27;70.94
;;;;;;
2012;Buenos Aires;Energo­a;1A. Quema de combustible;N2O;15.99;4236.48
;;;;;;
2012;Buenos Aires;Energo­a;1A. Quema de combustible;N2O;12.43;3293.59
;;;;;;
2012;Buenos Aires;Energo­a;1A. Quema de combustible;N2O;93.70;24830.68
;;;;;;
2012;Buenos Aires;Energo­a;1A. Quema de combustible;N2O;810.33;214738.12
;;;;;;
2012;Buenos Aires;Energo­a;1A. Quema de combustible;N2O;14.77;3914.68
;;;;;;
2012;Buenos Aires;Energo­a;1A. Quema de combustible;N2O;28.76;7622.56
;;;;;;
2012;Buenos Aires;Energo­a;1A. Quema de combustible;N2O;1.56;412.84
;;;;;;
2012;Buenos Aires;Energo­a;1A. Quema de combustible;N2O;0.64;170.73
;;;;;;
2012;Buenos Aires;Energo­a;1A. Quema de combustible;N2O;15.77;4179.49
;;;;;;
2012;Buenos Aires;Energo­a;1A. Quema de combustible;N2O;6.33;1677.22
;;;;;;
2012;Catamarca;Energo­a;1A. Quema de combustible;N2O;0.01;2.62
;;;;;;
2012;Catamarca;Energo­a;1A. Quema de combustible;N2O;0.23;61.01
;;;;;;
2012;Catamarca;Energo­a;1A. Quema de combustible;N2O;1.76;465.70
;;;;;;
2012;Catamarca;Energo­a;1A. Quema de combustible;N2O;0.01;1.87
;;;;;;
2012;Catamarca;Energo­a;1A. Quema de combustible;N2O;0.59;157.21
;;;;;;
2012;Catamarca;Energo­a;1A. Quema de combustible;N2O;13.20;3498.20
;;;;;;
2012;Catamarca;Energo­a;1A. Quema de combustible;N2O;0.23;61.37
;;;;;;
2012;Catamarca;Energo­a;1A. Quema de combustible;N2O;0.00;0.57
;;;;;;
2012;Catamarca;Energo­a;1A. Quema de combustible;N2O;0.48;127.27
;;;;;;
2012;Catamarca;Energo­a;1A. Quema de combustible;N2O;0.12;30.88
;;;;;;
2012;Cordoba;Energo­a;1A. Quema de combustible;N2O;80.23;21260.53
;;;;;;
2012;Cordoba;Energo­a;1A. Quema de combustible;N2O;0.01;2.08
;;;;;;
2012;Cordoba;Energo­a;1A. Quema de combustible;N2O;0.02;5.32
;;;;;;
2012;Cordoba;Energo­a;1A. Quema de combustible;N2O;0.29;75.57
;;;;;;
2012;Cordoba;Energo­a;1A. Quema de combustible;N2O;0.01;2.22
;;;;;;
2012;Cordoba;Energo­a;1A. Quema de combustible;N2O;9.31;2466.06
;;;;;;
2012;Cordoba;Energo­a;1A. Quema de combustible;N2O;0.32;83.67
;;;;;;
2012;Cordoba;Energo­a;1A. Quema de combustible;N2O;0.04;10.92
;;;;;;
2012;Cordoba;Energo­a;1A. Quema de combustible;N2O;0.00;0.16
;;;;;;
2012;Cordoba;Energo­a;1A. Quema de combustible;N2O;3.79;1004.50
;;;;;;
2012;Cordoba;Energo­a;1A. Quema de combustible;N2O;0.69;183.12
;;;;;;
2012;Cordoba;Energo­a;1A. Quema de combustible;N2O;13.60;3603.89
;;;;;;
2012;Cordoba;Energo­a;1A. Quema de combustible;N2O;235.53;62414.50
;;;;;;
2012;Cordoba;Energo­a;1A. Quema de combustible;N2O;0.21;56.87
;;;;;;
2012;Cordoba;Energo­a;1A. Quema de combustible;N2O;0.52;138.88
;;;;;;
2012;Cordoba;Energo­a;1A. Quema de combustible;N2O;0.10;25.88
;;;;;;
2012;Cordoba;Energo­a;1A. Quema de combustible;N2O;3.06;810.22
;;;;;;
2012;Cordoba;Energo­a;1A. Quema de combustible;N2O;4.89;1296.03
;;;;;;
2012;Corrientes;Energo­a;1A. Quema de combustible;N2O;1.99;526.47
;;;;;;
2012;Corrientes;Energo­a;1A. Quema de combustible;N2O;0.02;4.77
;;;;;;
2012;Corrientes;Energo­a;1A. Quema de combustible;N2O;3.49;925.55
;;;;;;
2012;Corrientes;Energo­a;1A. Quema de combustible;N2O;33.76;8945.94
;;;;;;
2012;Corrientes;Energo­a;1A. Quema de combustible;N2O;0.01;2.66
;;;;;;
2012;Corrientes;Energo­a;1A. Quema de combustible;N2O;0.01;1.75
;;;;;;
2012;Corrientes;Energo­a;1A. Quema de combustible;N2O;0.02;4.47
;;;;;;
2012;Corrientes;Energo­a;1A. Quema de combustible;N2O;0.24;62.91
;;;;;;
2012;Chaco;Energo­a;1A. Quema de combustible;N2O;12.21;3234.76
;;;;;;
2012;Chaco;Energo­a;1A. Quema de combustible;N2O;0.03;8.55
;;;;;;
2012;Chaco;Energo­a;1A. Quema de combustible;N2O;2.41;639.39
;;;;;;
2012;Chaco;Energo­a;1A. Quema de combustible;N2O;40.28;10674.70
;;;;;;
2012;Chaco;Energo­a;1A. Quema de combustible;N2O;0.28;74.83
;;;;;;
2012;Chaco;Energo­a;1A. Quema de combustible;N2O;8.01;2121.66
;;;;;;
2012;Chaco;Energo­a;1A. Quema de combustible;N2O;0.00;1.00
;;;;;;
2012;Chaco;Energo­a;1A. Quema de combustible;N2O;14.45;3828.91
;;;;;;
2012;Chaco;Energo­a;1A. Quema de combustible;N2O;0.81;214.89
;;;;;;
2012;Chubut;Energo­a;1A. Quema de combustible;N2O;25.67;6802.61
;;;;;;
2012;Chubut;Energo­a;1A. Quema de combustible;N2O;3.93;1041.18
;;;;;;
2012;Chubut;Energo­a;1A. Quema de combustible;N2O;0.89;236.12
;;;;;;
2012;Chubut;Energo­a;1A. Quema de combustible;N2O;0.19;51.01
;;;;;;
2012;Chubut;Energo­a;1A. Quema de combustible;N2O;0.06;15.44
;;;;;;
2012;Chubut;Energo­a;1A. Quema de combustible;N2O;2.99;792.02
;;;;;;
2012;Chubut;Energo­a;1A. Quema de combustible;N2O;0.15;40.80
;;;;;;
2012;Chubut;Energo­a;1A. Quema de combustible;N2O;1.83;483.91
;;;;;;
2012;Chubut;Energo­a;1A. Quema de combustible;N2O;52.00;13778.86
;;;;;;
2012;Chubut;Energo­a;1A. Quema de combustible;N2O;1.50;397.79
;;;;;;
2012;Chubut;Energo­a;1A. Quema de combustible;N2O;0.54;142.89
;;;;;;
2012;Chubut;Energo­a;1A. Quema de combustible;N2O;0.20;53.98
;;;;;;
2012;Chubut;Energo­a;1A. Quema de combustible;N2O;2.86;757.56
;;;;;;
2012;Chubut;Energo­a;1A. Quema de combustible;N2O;0.02;4.60
;;;;;;
2012;Entre Ro­os;Energo­a;1A. Quema de combustible;N2O;1.54;407.51
;;;;;;
2012;Entre Ro­os;Energo­a;1A. Quema de combustible;N2O;0.04;11.46
;;;;;;
2012;Entre Ro­os;Energo­a;1A. Quema de combustible;N2O;0.14;36.53
;;;;;;
2012;Entre Ro­os;Energo­a;1A. Quema de combustible;N2O;0.01;3.62
;;;;;;
2012;Entre Ro­os;Energo­a;1A. Quema de combustible;N2O;0.00;0.44
;;;;;;
2012;Entre Ro­os;Energo­a;1A. Quema de combustible;N2O;1.54;409.10
;;;;;;
2012;Entre Ro­os;Energo­a;1A. Quema de combustible;N2O;0.02;5.99
;;;;;;
2012;Entre Ro­os;Energo­a;1A. Quema de combustible;N2O;3.06;811.63
;;;;;;
2012;Entre Ro­os;Energo­a;1A. Quema de combustible;N2O;71.78;19022.72
;;;;;;
2012;Entre Ro­os;Energo­a;1A. Quema de combustible;N2O;0.00;0.10
;;;;;;
2012;Entre Ro­os;Energo­a;1A. Quema de combustible;N2O;0.08;20.26
;;;;;;
2012;Entre Ro­os;Energo­a;1A. Quema de combustible;N2O;0.02;4.27
;;;;;;
2012;Entre Ro­os;Energo­a;1A. Quema de combustible;N2O;0.66;174.58
;;;;;;
2012;Entre Ro­os;Energo­a;1A. Quema de combustible;N2O;1.55;410.39
;;;;;;
2012;Formosa;Energo­a;1A. Quema de combustible;N2O;0.08;20.40
;;;;;;
2012;Formosa;Energo­a;1A. Quema de combustible;N2O;0.03;8.51
;;;;;;
2012;Formosa;Energo­a;1A. Quema de combustible;N2O;0.00;0.59
;;;;;;
2012;Formosa;Energo­a;1A. Quema de combustible;N2O;0.85;226.22
;;;;;;
2012;Formosa;Energo­a;1A. Quema de combustible;N2O;14.06;3726.76
;;;;;;
2012;Formosa;Energo­a;1A. Quema de combustible;N2O;0.15;40.24
;;;;;;
2012;Formosa;Energo­a;1A. Quema de combustible;N2O;0.23;62.01
;;;;;;
2012;Formosa;Energo­a;1A. Quema de combustible;N2O;0.21;55.84
;;;;;;
2012;Jujuy;Energo­a;1A. Quema de combustible;N2O;0.03;9.24
;;;;;;
2012;Jujuy;Energo­a;1A. Quema de combustible;N2O;0.01;1.58
;;;;;;
2012;Jujuy;Energo­a;1A. Quema de combustible;N2O;0.06;16.39
;;;;;;
2012;Jujuy;Energo­a;1A. Quema de combustible;N2O;0.01;1.45
;;;;;;
2012;Jujuy;Energo­a;1A. Quema de combustible;N2O;0.01;1.98
;;;;;;
2012;Jujuy;Energo­a;1A. Quema de combustible;N2O;0.08;20.99
;;;;;;
2012;Jujuy;Energo­a;1A. Quema de combustible;N2O;3.70;981.45
;;;;;;
2012;Jujuy;Energo­a;1A. Quema de combustible;N2O;0.20;51.83
;;;;;;
2012;Jujuy;Energo­a;1A. Quema de combustible;N2O;3.38;896.07
;;;;;;
2012;Jujuy;Energo­a;1A. Quema de combustible;N2O;0.03;8.72
;;;;;;
2012;Jujuy;Energo­a;1A. Quema de combustible;N2O;1.88;497.77
;;;;;;
2012;Jujuy;Energo­a;1A. Quema de combustible;N2O;26.18;6938.55
;;;;;;
2012;Jujuy;Energo­a;1A. Quema de combustible;N2O;0.12;32.70
;;;;;;
2012;Jujuy;Energo­a;1A. Quema de combustible;N2O;0.00;1.27
;;;;;;
2012;Jujuy;Energo­a;1A. Quema de combustible;N2O;0.34;90.09
;;;;;;
2012;Jujuy;Energo­a;1A. Quema de combustible;N2O;0.47;123.47
;;;;;;
2012;La Pampa;Energo­a;1A. Quema de combustible;N2O;0.10;26.69
;;;;;;
2012;La Pampa;Energo­a;1A. Quema de combustible;N2O;0.00;0.06
;;;;;;
2012;La Pampa;Energo­a;1A. Quema de combustible;N2O;0.51;136.29
;;;;;;
2012;La Pampa;Energo­a;1A. Quema de combustible;N2O;0.02;5.72
;;;;;;
2012;La Pampa;Energo­a;1A. Quema de combustible;N2O;0.35;91.83
;;;;;;
2012;La Pampa;Energo­a;1A. Quema de combustible;N2O;31.44;8330.99
;;;;;;
2012;La Pampa;Energo­a;1A. Quema de combustible;N2O;0.25;66.20
;;;;;;
2012;La Pampa;Energo­a;1A. Quema de combustible;N2O;0.16;42.54
;;;;;;
2012;La Pampa;Energo­a;1A. Quema de combustible;N2O;0.05;11.97
;;;;;;
2012;La Pampa;Energo­a;1A. Quema de combustible;N2O;1.07;284.30
;;;;;;
2012;La Pampa;Energo­a;1A. Quema de combustible;N2O;1.44;381.47
;;;;;;
2012;La Rioja;Energo­a;1A. Quema de combustible;N2O;0.25;65.26
;;;;;;
2012;La Rioja;Energo­a;1A. Quema de combustible;N2O;0.05;13.12
;;;;;;
2012;La Rioja;Energo­a;1A. Quema de combustible;N2O;0.27;71.94
;;;;;;
2012;La Rioja;Energo­a;1A. Quema de combustible;N2O;0.02;4.67
;;;;;;
2012;La Rioja;Energo­a;1A. Quema de combustible;N2O;0.68;180.00
;;;;;;
2012;La Rioja;Energo­a;1A. Quema de combustible;N2O;14.61;3871.84
;;;;;;
2012;La Rioja;Energo­a;1A. Quema de combustible;N2O;0.10;25.93
;;;;;;
2012;La Rioja;Energo­a;1A. Quema de combustible;N2O;0.00;0.43
;;;;;;
2012;La Rioja;Energo­a;1A. Quema de combustible;N2O;0.22;58.56
;;;;;;
2012;Mendoza;Energo­a;1A. Quema de combustible;N2O;49.67;13162.07
;;;;;;
2012;Mendoza;Energo­a;1A. Quema de combustible;N2O;0.60;158.03
;;;;;;
2012;Mendoza;Energo­a;1A. Quema de combustible;N2O;1.41;372.97
;;;;;;
2012;Mendoza;Energo­a;1A. Quema de combustible;N2O;0.01;2.03
;;;;;;
2012;Mendoza;Energo­a;1A. Quema de combustible;N2O;0.06;14.95
;;;;;;
2012;Mendoza;Energo­a;1A. Quema de combustible;N2O;0.02;4.58
;;;;;;
2012;Mendoza;Energo­a;1A. Quema de combustible;N2O;0.10;25.74
;;;;;;
2012;Mendoza;Energo­a;1A. Quema de combustible;N2O;0.22;58.29
;;;;;;
2012;Mendoza;Energo­a;1A. Quema de combustible;N2O;0.01;3.42
;;;;;;
2012;Mendoza;Energo­a;1A. Quema de combustible;N2O;0.00;0.31
;;;;;;
2012;Mendoza;Energo­a;1A. Quema de combustible;N2O;3.53;935.07
;;;;;;
2012;Mendoza;Energo­a;1A. Quema de combustible;N2O;1.90;504.34
;;;;;;
2012;Mendoza;Energo­a;1A. Quema de combustible;N2O;9.35;2477.97
;;;;;;
2012;Mendoza;Energo­a;1A. Quema de combustible;N2O;109.26;28955.03
;;;;;;
2012;Mendoza;Energo­a;1A. Quema de combustible;N2O;0.47;125.76
;;;;;;
2012;Mendoza;Energo­a;1A. Quema de combustible;N2O;0.19;49.91
;;;;;;
2012;Mendoza;Energo­a;1A. Quema de combustible;N2O;0.09;23.72
;;;;;;
2012;Mendoza;Energo­a;1A. Quema de combustible;N2O;1.84;486.39
;;;;;;
2012;Mendoza;Energo­a;1A. Quema de combustible;N2O;0.23;62.22
;;;;;;
2012;Misiones;Energo­a;1A. Quema de combustible;N2O;0.19;49.25
;;;;;;
2012;Misiones;Energo­a;1A. Quema de combustible;N2O;9.38;2485.28
;;;;;;
2012;Misiones;Energo­a;1A. Quema de combustible;N2O;0.24;63.07
;;;;;;
2012;Misiones;Energo­a;1A. Quema de combustible;N2O;32.76;8681.37
;;;;;;
2012;Misiones;Energo­a;1A. Quema de combustible;N2O;0.28;73.92
;;;;;;
2012;Misiones;Energo­a;1A. Quema de combustible;N2O;5.04;1336.02
;;;;;;
2012;Misiones;Energo­a;1A. Quema de combustible;N2O;49.55;13130.84
;;;;;;
2012;Misiones;Energo­a;1A. Quema de combustible;N2O;0.01;2.19
;;;;;;
2012;Misiones;Energo­a;1A. Quema de combustible;N2O;0.02;4.62
;;;;;;
2012;Misiones;Energo­a;1A. Quema de combustible;N2O;0.57;150.70
;;;;;;
2012;Neuquoen;Energo­a;1A. Quema de combustible;N2O;161.02;42671.25
;;;;;;
2012;Neuquoen;Energo­a;1A. Quema de combustible;N2O;0.62;163.61
;;;;;;
2012;Neuquoen;Energo­a;1A. Quema de combustible;N2O;7.19;1904.48
;;;;;;
2012;Neuquoen;Energo­a;1A. Quema de combustible;N2O;0.02;4.91
;;;;;;
2012;Neuquoen;Energo­a;1A. Quema de combustible;N2O;0.15;40.38
;;;;;;
2012;Neuquoen;Energo­a;1A. Quema de combustible;N2O;2.71;719.34
;;;;;;
